Model name, max_depth, min_samples_leaf, n_estimators, Accuracy, Precision (True), Precision (False), Recall (True), Recall (False), True Positives, False Negatives, False Positives, False Negatives
w2vavg,20,7,100,0.740,0.753,0.727,0.741,0.739,1917,670,629,1784
w2vavg,20,7,400,0.741,0.751,0.731,0.743,0.738,1911,661,635,1793
w2vavg,20,7,800,0.743,0.755,0.731,0.744,0.742,1923,661,623,1793
w2vavg,25,7,100,0.737,0.749,0.723,0.738,0.736,1908,679,638,1775
w2vavg,25,7,400,0.740,0.750,0.729,0.742,0.738,1910,665,636,1789
w2vavg,25,7,800,0.742,0.752,0.732,0.745,0.740,1915,657,631,1797
w2vavg,15,10,100,0.735,0.751,0.719,0.735,0.735,1911,690,635,1764
w2vavg,15,10,400,0.737,0.753,0.720,0.736,0.738,1917,686,629,1768
w2vavg,15,10,800,0.741,0.756,0.726,0.741,0.741,1925,673,621,1781
w2vavg,20,10,100,0.743,0.757,0.728,0.743,0.743,1927,668,619,1786
w2vavg,20,10,400,0.741,0.753,0.729,0.742,0.740,1916,665,630,1789
w2vavg,20,10,800,0.741,0.753,0.729,0.742,0.740,1916,665,630,1789
w2vavg,25,10,100,0.740,0.753,0.727,0.741,0.739,1917,669,629,1785
w2vavg,25,10,400,0.739,0.751,0.727,0.741,0.738,1912,669,634,1785
w2vavg,25,10,800,0.742,0.754,0.729,0.743,0.740,1919,665,627,1789
w2vavg,15,13,100,0.737,0.753,0.720,0.737,0.738,1918,686,628,1768
w2vavg,15,13,400,0.739,0.753,0.724,0.739,0.738,1916,677,630,1777
w2vavg,15,13,800,0.737,0.751,0.722,0.737,0.736,1911,682,635,1772
w2vavg,20,13,100,0.738,0.749,0.726,0.740,0.736,1908,672,638,1782
w2vavg,20,13,400,0.739,0.751,0.726,0.740,0.737,1911,672,635,1782
w2vavg,20,13,800,0.739,0.752,0.726,0.740,0.738,1915,672,631,1782
w2vavg,25,13,100,0.737,0.751,0.722,0.737,0.736,1911,681,635,1773
w2vavg,25,13,400,0.738,0.750,0.726,0.740,0.737,1910,672,636,1782
w2vavg,25,13,800,0.739,0.753,0.725,0.740,0.739,1916,674,630,1780
